"2017-05-18 12:43:58","ajp-nio-8889-exec-7 | u:admin","1.764","Load Work Item for preview","drivepilot/DP-85 (null, 62)"
"2017-05-18 12:44:23","ajp-nio-8889-exec-3 | u:admin","0.208","Load Work Item for preview","drivepilot/DP-475 (null, 63)"
"2017-05-18 12:44:32","ajp-nio-8889-exec-10 | u:admin","0.290","Load Work Item for editing","drivepilot/DP-475 (null, 63)"
