"2017-05-15 15:41:20","ajp-nio-8889-exec-6 | u:admin | uri:/polarion/wiki/bin/view/page/Home","0.919","Load Wiki Page","/_default/Home (1)"
"2017-05-15 15:41:30","ajp-nio-8889-exec-10 | u:admin","0.526","Load Work Item for preview","elibrary/EL-16 (null, 1)"
"2017-05-15 15:41:35","ajp-nio-8889-exec-4 | u:admin","0.211","Load Work Item for preview","elibrary/EL-188 (null, 1)"
"2017-05-15 15:41:36","ajp-nio-8889-exec-10 | u:admin","0.109","Load Work Item for editing","elibrary/EL-188 (null, 1)"
