"2017-05-15 18:19:17","ajp-nio-8889-exec-7 | u:admin","1.094","Load Work Item for preview","elibrary/EL-188 (null, 1)"
"2017-05-15 18:19:28","ajp-nio-8889-exec-2 | u:admin","0.043","Load Projects Tree",""
