"2017-05-16 10:34:14","ajp-nio-8889-exec-8 | u:admin | uri:/polarion/wiki/bin/view/project/drivepilot/page/Home","1.665","Load Wiki Page","drivepilot/_default/Home (3)"
"2017-05-16 10:34:45","ajp-nio-8889-exec-4 | u:admin | uri:/polarion/wiki/bin/view/project/drivepilot/page/Home","0.339","Load Wiki Page","drivepilot/_default/Home (3)"
