"2017-05-16 14:30:55","ajp-nio-8889-exec-5 | u:admin | uri:/polarion/wiki/bin/view/project/drivepilot/page/Home","1.365","Load Wiki Page","drivepilot/_default/Home (3)"
"2017-05-16 14:32:17","ajp-nio-8889-exec-10 | u:admin | uri:/polarion/wiki/bin/view/project/drivepilot/page/Home","0.282","Load Wiki Page","drivepilot/_default/Home (3)"
