"2017-05-16 15:55:22","ajp-nio-8889-exec-5 | u:admin | uri:/polarion/wiki/bin/view/project/drivepilot/page/Home","1.568","Load Wiki Page","drivepilot/_default/Home (3)"
"2017-05-16 16:48:21","ajp-nio-8889-exec-3 | u:admin | uri:/polarion/wiki/bin/view/project/drivepilot/page/Home","0.273","Load Wiki Page","drivepilot/_default/Home (3)"
