"2017-05-17 11:07:49","ajp-nio-8889-exec-5 | u:admin | uri:/polarion/wiki/bin/view/project/drivepilot/page/Home","1.495","Load Wiki Page","drivepilot/_default/Home (3)"
"2017-05-17 11:07:55","ajp-nio-8889-exec-4 | u:admin | uri:/polarion/wiki/bin/view/page/Home","0.563","Load Wiki Page","/_default/Home (1)"
