"2017-05-15 18:48:36","ajp-nio-8889-exec-7 | u:admin | uri:/polarion/wiki/bin/view/project/drivepilot/page/Home","1.342","Load Wiki Page","drivepilot/_default/Home (3)"
"2017-05-15 19:20:44","ajp-nio-8889-exec-8 | u:admin | uri:/polarion/wiki/bin/view/project/drivepilot/page/Home","0.355","Load Wiki Page","drivepilot/_default/Home (3)"
"2017-05-15 19:20:54","ajp-nio-8889-exec-5 | u:admin | uri:/polarion/wiki/bin/view/project/drivepilot/page/Dashboard","0.650","Load Wiki Page","drivepilot/_default/Dashboard (1)"
"2017-05-15 19:21:00","ajp-nio-8889-exec-3 | u:admin | uri:/polarion/wiki/bin/view/project/drivepilot/page/Dashboard","0.129","Load Wiki Page","drivepilot/_default/Dashboard (1)"
"2017-05-15 19:21:05","ajp-nio-8889-exec-6 | u:admin | uri:/polarion/wiki/bin/view/project/drivepilot/page/Iteration_34-burndown","0.163","Load Wiki Page","drivepilot/_default/Iteration_34-burndown (1)"
"2017-05-15 19:21:09","ajp-nio-8889-exec-2 | u:admin","2.825","Load Document","drivepilot/_default/Process Description (null, 1)"
"2017-05-15 19:21:21","ajp-nio-8889-exec-2 | u:admin | uri:/polarion/wiki/bin/view/project/drivepilot/page/Iteration_34-burndown","0.096","Load Wiki Page","drivepilot/_default/Iteration_34-burndown (1)"
"2017-05-15 19:21:23","ajp-nio-8889-exec-10 | u:admin","0.206","Load Document","drivepilot/_default/Process Description (null, 1)"
"2017-05-15 19:21:24","ajp-nio-8889-exec-3 | u:admin | uri:/polarion/wiki/bin/view/project/drivepilot/page/ProjectMacros","0.087","Load Wiki Page","drivepilot/_default/ProjectMacros (1)"
"2017-05-15 19:21:27","ajp-nio-8889-exec-1 | u:admin | uri:/polarion/wiki/bin/view/project/drivepilot/page/Version_2_0-burnup","0.086","Load Wiki Page","drivepilot/_default/Version_2_0-burnup (1)"
"2017-05-15 19:21:27","ajp-nio-8889-exec-5 | u:admin | uri:/polarion/wiki/bin/view/project/drivepilot/page/TraceabilityTableMacro","1.611","Load Wiki Page","drivepilot/_default/TraceabilityTableMacro (1)"
"2017-05-15 19:21:30","ajp-nio-8889-exec-6 | u:admin | uri:/polarion/wiki/bin/view/project/drivepilot/page/?service=Overview","0.157","Load Wiki Page","/Panels/WikiOverview (null)"
"2017-05-15 19:21:32","ajp-nio-8889-exec-4 | u:admin | uri:/polarion/wiki/bin/view/project/drivepilot/page/Home?spaceTitle=Default+Space","0.222","Load Wiki Page","drivepilot/_default/Home (3)"
