"2017-05-17 11:47:10","ajp-nio-8889-exec-8 | u:admin | uri:/polarion/wiki/bin/view/project/drivepilot/page/Home","1.616","Load Wiki Page","drivepilot/_default/Home (3)"
"2017-05-17 11:47:49","ajp-nio-8889-exec-9 | u:admin | uri:/polarion/wiki/bin/view/project/drivepilot/page/Home?spaceTitle=Default+Space","0.293","Load Wiki Page","drivepilot/_default/Home (3)"
"2017-05-17 11:48:00","ajp-nio-8889-exec-3 | u:admin | uri:/polarion/wiki/bin/view/project/drivepilot/page/?service=Overview","0.250","Load Wiki Page","/Panels/WikiOverview (null)"
"2017-05-17 11:48:04","ajp-nio-8889-exec-2 | u:admin | uri:/polarion/wiki/bin/view/project/drivepilot/page/Home","0.279","Load Wiki Page","drivepilot/_default/Home (3)"
"2017-05-17 11:48:08","ajp-nio-8889-exec-1 | u:admin | uri:/polarion/wiki/bin/view/project/drivepilot/page/Home?spaceTitle=Default+Space","0.283","Load Wiki Page","drivepilot/_default/Home (3)"
"2017-05-17 11:48:11","ajp-nio-8889-exec-5 | u:admin | uri:/polarion/wiki/bin/view/project/drivepilot/page/Home?spaceTitle=Default+Space","0.276","Load Wiki Page","drivepilot/_default/Home (3)"
"2017-05-17 11:50:17","ajp-nio-8889-exec-5 | u:admin | uri:/polarion/wiki/bin/view/project/drivepilot/page/Home?spaceTitle=Default+Space","0.278","Load Wiki Page","drivepilot/_default/Home (3)"
"2017-05-17 11:50:34","ajp-nio-8889-exec-10 | u:admin | uri:/polarion/wiki/bin/view/project/drivepilot/page/?service=Overview","0.200","Load Wiki Page","/Panels/WikiOverview (null)"
"2017-05-17 11:50:55","ajp-nio-8889-exec-1 | u:admin","0.228","Load Rich Page for editing","drivepilot/_default/pakage3 (null, 13)"
"2017-05-17 11:51:01","ajp-nio-8889-exec-3 | u:admin","0.367","Render Widget for editor","drivepilot/_default/pakage3 (null, 13)/Package3/polarion_client1"
"2017-05-17 11:51:44","ajp-nio-8889-exec-1 | u:admin","1.659","Load Rich Page for editing","drivepilot/_default/pakage3 (null, 14)"
"2017-05-17 11:51:44","ajp-nio-8889-exec-4 | u:admin","0.126","Render Widget for editor","drivepilot/_default/pakage3 (null, 14)/Package3/polarion_client1"
"2017-05-17 11:51:50","ajp-nio-8889-exec-10 | u:admin","0.253","Render Widget for editor","drivepilot/_default/pakage3 (null, 14)/Package3/polarion_client2"
"2017-05-17 11:52:14","ajp-nio-8889-exec-3 | u:admin","0.471","Render Widget for editor","drivepilot/_default/pakage3 (null, 14)/Package3/polarion_client3"
"2017-05-17 11:53:33","ajp-nio-8889-exec-8 | u:admin","0.415","Render Widget for editor","drivepilot/_default/pakage3 (null, 14)/Package3/polarion_client5"
"2017-05-17 11:55:14","ajp-nio-8889-exec-1 | u:admin","0.112","Render Widget for editor","drivepilot/_default/pakage3 (null, 14)/Package3/polarion_client3"
"2017-05-17 11:55:28","ajp-nio-8889-exec-2 | u:admin","0.023","Load Rich Page for preview","drivepilot/_default/pakage3 (null, 14)"
"2017-05-17 11:55:28","ajp-nio-8889-exec-6 | u:admin","0.107","Render Widget for preview","drivepilot/_default/pakage3 (null, 14)/Package3/polarion_client1"
"2017-05-17 11:55:37","ajp-nio-8889-exec-2 | u:admin","0.020","Load Rich Page for editing","drivepilot/_default/pakage3 (null, 14)"
"2017-05-17 11:55:37","ajp-nio-8889-exec-3 | u:admin","0.119","Render Widget for editor","drivepilot/_default/pakage3 (null, 14)/Package3/polarion_client1"
"2017-05-17 11:56:19","ajp-nio-8889-exec-10 | u:admin","0.019","Load Rich Page for preview","drivepilot/_default/pakage3 (null, 14)"
"2017-05-17 11:56:19","ajp-nio-8889-exec-8 | u:admin","0.109","Render Widget for preview","drivepilot/_default/pakage3 (null, 14)/Package3/polarion_client1"
"2017-05-17 11:56:26","ajp-nio-8889-exec-4 | u:admin","0.018","Load Rich Page for editing","drivepilot/_default/pakage3 (null, 14)"
"2017-05-17 11:56:26","ajp-nio-8889-exec-1 | u:admin","0.123","Render Widget for editor","drivepilot/_default/pakage3 (null, 14)/Package3/polarion_client1"
"2017-05-17 11:58:37","ajp-nio-8889-exec-2 | u:admin","0.113","Render Widget for editor","drivepilot/_default/pakage3 (null, 14)/Package3/polarion_client1"
"2017-05-17 11:58:58","ajp-nio-8889-exec-9 | u:admin","0.019","Load Rich Page for preview","drivepilot/_default/pakage3 (null, 14)"
"2017-05-17 11:58:58","ajp-nio-8889-exec-4 | u:admin","0.104","Render Widget for preview","drivepilot/_default/pakage3 (null, 14)/Package3/polarion_client1"
"2017-05-17 11:59:05","ajp-nio-8889-exec-6 | u:admin","0.022","Load Rich Page for editing","drivepilot/_default/pakage3 (null, 14)"
"2017-05-17 11:59:05","ajp-nio-8889-exec-9 | u:admin","0.116","Render Widget for editor","drivepilot/_default/pakage3 (null, 14)/Package3/polarion_client1"
"2017-05-17 11:59:34","ajp-nio-8889-exec-2 | u:admin","0.113","Render Widget for editor","drivepilot/_default/pakage3 (null, 14)/Package3/polarion_client1"
"2017-05-17 11:59:39","ajp-nio-8889-exec-4 | u:admin","0.869","Load Rich Page for editing","drivepilot/_default/pakage3 (null, 15)"
"2017-05-17 11:59:39","ajp-nio-8889-exec-8 | u:admin","0.120","Render Widget for editor","drivepilot/_default/pakage3 (null, 15)/Package3/polarion_client1"
"2017-05-17 12:01:22","ajp-nio-8889-exec-10 | u:admin","0.021","Load Rich Page for preview","drivepilot/_default/pakage3 (null, 15)"
"2017-05-17 12:01:31","ajp-nio-8889-exec-6 | u:admin","9.350","Render Widget for preview","drivepilot/_default/pakage3 (null, 15)/Package3/polarion_client1"
"2017-05-17 12:06:33","ajp-nio-8889-exec-7 | u:admin","0.028","Load Rich Page for preview","drivepilot/_default/pakage3 (null, 15)"
"2017-05-17 12:06:33","ajp-nio-8889-exec-9 | u:admin","0.029","Render Widget for preview","drivepilot/_default/pakage3 (null, 15)/Package3/polarion_client1"
"2017-05-17 12:06:41","ajp-nio-8889-exec-1 | u:admin","0.018","Load Rich Page for preview","drivepilot/_default/pakage3 (null, 15)"
"2017-05-17 12:06:41","ajp-nio-8889-exec-3 | u:admin","0.015","Render Widget for preview","drivepilot/_default/pakage3 (null, 15)/Package3/polarion_client1"
"2017-05-17 12:06:45","ajp-nio-8889-exec-7 | u:admin","0.019","Load Rich Page for editing","drivepilot/_default/pakage3 (null, 15)"
"2017-05-17 12:06:46","ajp-nio-8889-exec-5 | u:admin","0.019","Render Widget for editor","drivepilot/_default/pakage3 (null, 15)/Package3/polarion_client1"
"2017-05-17 12:06:50","ajp-nio-8889-exec-6 | u:admin","0.845","Load Rich Page for editing","drivepilot/_default/pakage3 (null, 20)"
"2017-05-17 12:06:50","ajp-nio-8889-exec-4 | u:admin","0.018","Render Widget for editor","drivepilot/_default/pakage3 (null, 20)/Package3/polarion_client1"
"2017-05-17 12:07:25","ajp-nio-8889-exec-9 | u:admin","1.066","Render Widget for editor","drivepilot/_default/pakage3 (null, 20)/package/polarion_client2"
"2017-05-17 12:07:39","ajp-nio-8889-exec-10 | u:admin","2.043","Load Rich Page for editing","drivepilot/_default/pakage3 (null, 21)"
