"2017-05-17 17:38:50","ajp-nio-8889-exec-2 | u:admin | uri:/polarion/wiki/bin/view/project/drivepilot/page/Home","1.766","Load Wiki Page","drivepilot/_default/Home (3)"
"2017-05-17 17:39:35","ajp-nio-8889-exec-7 | u:admin | uri:/polarion/wiki/bin/view/page/Home","0.580","Load Wiki Page","/_default/Home (1)"
